0; 2,292100
5; 2,921500
10; 2,911000
15; 2,892200
20; 2,855600
25; 2,828300
30; 2,807400
35; 2,773200
40; 2,702100
45; 2,674000
50; 2,585100
55; 2,540700
60; 2,489900
65; 2,419800
70; 2,335300
75; 2,277000
80; 2,229100
85; 2,191900
90; 2,142200
95; 2,097300
100; 2,018200
105; 1,963600
110; 1,885400
115; 1,806800
120; 1,766300
125; 1,699100
130; 1,628400
135; 1,566500
140; 1,521600
145; 1,459600
150; 1,394700
155; 1,348700
160; 1,303200
165; 1,245500
170; 1,192400
175; 1,155800
180; 1,102500
185; 1,039300
190; 1,017700
195; 0,944500
200; 0,904200
205; 0,851000
210; 0,811700
215; 0,773400
220; 0,732100
225; 0,693900
230; 0,654400
235; 0,610000
240; 0,574900
245; 0,522400
250; 0,493700
255; 0,481700
260; 0,448700
265; 0,422800
270; 0,397300
275; 0,370300
280; 0,337700
285; 0,319100
290; 0,290100
295; 0,267100
300; 0,245800
305; 0,230100
310; 0,211800
315; 0,197100
320; 0,181500
325; 0,168300
330; 0,154600
335; 0,145800
340; 0,132700
345; 0,122300
350; 0,113100
355; 0,104600
360; 0,097500
365; 0,090600
370; 0,085800
375; 0,081500
380; 0,078000
385; 0,072800
390; 0,070400
395; 0,067700
400; 0,066600
405; 0,065100
410; 0,064000
415; 0,062900
420; 0,062700
425; 0,063300
430; 0,062900
435; 0,062700
440; 0,063000
445; 0,062600
450; 0,063200
455; 0,061900
460; 0,062700
465; 0,062400
470; 0,062000
475; 0,063000
480; 0,063500
485; 0,062800
490; 0,062900
495; 0,062700
