1000; 0,062440
2000; 0,062670
3000; 0,062570
4000; 0,062810
5000; 0,063420
6000; 0,063010
7000; 0,063090
8000; 0,063250
9000; 0,063130
10000; 0,063270
11000; 0,063710
12000; 0,063420
13000; 0,063220
14000; 0,063480
15000; 0,063380
16000; 0,063500
17000; 0,063340
18000; 0,063220
19000; 0,063210
20000; 0,063180
21000; 0,063300
22000; 0,063260
23000; 0,063160
24000; 0,063300
25000; 0,063260
26000; 0,063410
27000; 0,063270
28000; 0,063400
29000; 0,063450
30000; 0,063380
31000; 0,063420
32000; 0,063710
33000; 0,064420
34000; 0,063460
35000; 0,063770
36000; 0,063450
37000; 0,063660
38000; 0,063730
39000; 0,063820
40000; 0,063260
41000; 0,063500
42000; 0,063390
43000; 0,063330
44000; 0,063480
45000; 0,063450
46000; 0,063520
47000; 0,063440
48000; 0,063900
49000; 0,063510
